user_id,item_id,type,color,material,size,style,favorite,special_property
13,172,Jacket,Red,Cotton,S,Formal,0,Quick-drying
13,173,T-shirt,Green,Wool,S,Sporty,0,Quick-drying
14,174,T-shirt,Beige,Linen,S,Casual,0,None
14,175,Coat,Blue,Wool,XL,Formal,0,Anti-chafing
14,176,Sweater,Blue,Cotton,L,Evening,0,None
14,177,Jacket,Gray,Wool,L,Casual,0,Breathable
14,178,Coat,Beige,Polyester,S,Casual,0,None
14,179,Trousers,Blue,Linen,XL,Formal,1,Non-restrictive
14,180,Trousers,Red,Wool,S,Formal,0,Non-restrictive
14,181,Trousers,Green,Denim,XXL,Formal,1,None
14,182,Shorts,Gray,Linen,XS,Formal,0,Breathable
14,183,Skirt,White,Polyester,M,Formal,0,None
14,184,Coat,White,Denim,XXL,Formal,1,None
14,185,Sweatshirt,Beige,Leather,M,Formal,0,None
14,186,Shirt,White,Denim,S,Casual,0,None
14,187,Coat,Green,Polyester,XXL,Sporty,1,Breathable
14,188,Dress,Black,Linen,XL,Casual,0,Anti-chafing
14,189,T-shirt,Black,Leather,L,Formal,0,None
14,190,Jacket,Blue,Cotton,M,Evening,0,Anti-chafing
14,191,Blazer,Blue,Wool,L,Sporty,0,None
15,192,Jacket,Black,Denim,XXL,Evening,0,Quick-drying
15,193,Coat,Red,Wool,M,Sporty,1,None
15,194,Blazer,Blue,Polyester,XS,Formal,0,None
15,195,T-shirt,White,Cotton,XL,Evening,0,Non-restrictive
15,196,Sweater,Blue,Polyester,XL,Evening,1,Breathable
15,197,Shorts,Red,Wool,XL,Sporty,1,Anti-chafing
15,198,Trousers,Black,Cotton,XS,Evening,0,None
15,199,Skirt,Beige,Leather,XS,Casual,0,Breathable
15,200,Trousers,Black,Cotton,L,Sporty,1,Anti-chafing
15,201,Shorts,Beige,Polyester,XS,Formal,0,None
15,202,Blazer,Beige,Cotton,M,Evening,1,Non-restrictive
15,203,Sweatshirt,Beige,Denim,L,Sporty,0,None
15,204,Coat,White,Denim,M,Evening,0,None
15,205,Blazer,Blue,Polyester,L,Sporty,1,Quick-drying
15,206,Jacket,White,Leather,S,Evening,0,Quick-drying
15,207,Sweatshirt,Beige,Wool,S,Formal,0,Anti-chafing
16,208,Blazer,Black,Wool,M,Formal,0,Breathable
16,209,T-shirt,Green,Denim,XL,Casual,0,Quick-drying
16,210,Coat,White,Polyester,XXL,Sporty,0,Anti-chafing
16,211,T-shirt,Gray,Cotton,M,Formal,0,None
16,212,Shirt,Black,Denim,XL,Evening,0,Breathable
16,213,Skirt,White,Cotton,XS,Evening,0,None
16,214,Trousers,Green,Leather,M,Formal,1,Non-restrictive
16,215,Shorts,Blue,Denim,XL,Casual,0,Quick-drying
16,216,Skirt,Red,Leather,XXL,Sporty,0,None
16,217,Skirt,Black,Cotton,S,Casual,1,None
16,218,Blazer,Green,Denim,XS,Sporty,0,None
16,219,Dress,Black,Wool,S,Formal,1,None
16,220,Sweater,Gray,Leather,XL,Casual,0,Breathable
16,221,Blazer,Black,Wool,XS,Sporty,0,Anti-chafing
16,222,Shorts,Blue,Cotton,S,Formal,1,None
17,223,T-shirt,Green,Wool,M,Evening,0,Breathable
17,224,Sweater,Green,Polyester,S,Casual,0,Anti-chafing
17,225,Shirt,Green,Leather,XS,Evening,1,Breathable
17,226,Blazer,Blue,Polyester,M,Evening,0,None
17,227,Blazer,Green,Cotton,XXL,Sporty,1,Quick-drying
17,228,Trousers,Blue,Wool,XS,Sporty,0,Anti-chafing
17,229,Shorts,Red,Wool,XXL,Sporty,1,Anti-chafing
17,230,Shorts,White,Wool,S,Evening,0,Breathable
17,231,Skirt,Beige,Polyester,L,Formal,0,Quick-drying
17,232,Skirt,Black,Leather,XXL,Casual,0,None
17,233,Trousers,Green,Wool,XXL,Formal,0,None
18,234,Sweatshirt,Beige,Linen,L,Formal,0,Breathable
18,235,Shirt,Red,Linen,S,Sporty,0,Quick-drying
18,236,Jacket,White,Polyester,XXL,Formal,0,Windproof
18,237,Sweatshirt,Black,Denim,XL,Evening,0,Quick-drying
18,238,Blazer,Red,Leather,M,Formal,0,None
18,239,Skirt,Blue,Polyester,S,Formal,0,Quick-drying
18,240,Trousers,Blue,Leather,XS,Sporty,0,Anti-chafing
18,241,Skirt,Red,Polyester,XXL,Formal,0,None
18,242,Trousers,Gray,Linen,L,Casual,1,Anti-chafing
18,243,Skirt,Red,Denim,M,Casual,1,None
18,244,Jacket,Beige,Polyester,XL,Evening,1,None
18,245,Sweatshirt,Beige,Linen,M,Evening,0,Insulated
18,246,Blazer,Beige,Wool,XXL,Evening,0,Anti-chafing
18,247,Blazer,Red,Polyester,M,Formal,0,Breathable
18,248,Coat,White,Denim,L,Evening,0,None
18,249,Shorts,Red,Denim,XXL,Casual,0,None
18,250,Dress,Green,Cotton,XL,Formal,0,Breathable
18,251,Jacket,Blue,Leather,XS,Evening,0,None
18,252,Dress,Gray,Wool,XS,Evening,1,None
19,253,Coat,Gray,Denim,L,Casual,0,None
19,254,Sweatshirt,Red,Cotton,S,Casual,1,Breathable
19,255,T-shirt,Green,Linen,S,Sporty,0,Non-restrictive
19,256,Sweatshirt,Gray,Polyester,S,Formal,0,Quick-drying
19,257,T-shirt,Blue,Leather,M,Formal,0,None
19,258,Skirt,Beige,Cotton,S,Evening,1,Quick-drying
19,259,Shorts,Red,Denim,M,Sporty,0,None
19,260,Shorts,Black,Denim,S,Sporty,0,Quick-drying
19,261,Shorts,Gray,Wool,S,Evening,0,Anti-chafing
19,262,Trousers,Green,Wool,S,Sporty,0,Anti-chafing
19,263,Coat,Green,Wool,L,Formal,0,Breathable
19,264,Blazer,White,Wool,M,Formal,0,Anti-chafing
19,265,Jacket,Beige,Cotton,L,Formal,1,Waterproof
19,266,Trousers,Red,Leather,L,Evening,0,Quick-drying
19,267,Trousers,Black,Cotton,M,Casual,0,Anti-chafing
19,268,Sweatshirt,Red,Polyester,S,Formal,0,None
19,269,Sweater,Black,Denim,XL,Sporty,0,None
20,270,Blazer,Beige,Cotton,M,Evening,0,Breathable
20,271,Coat,Black,Linen,XXL,Formal,0,Anti-chafing
20,272,Jacket,Green,Cotton,XXL,Evening,0,Breathable
20,273,Coat,White,Linen,S,Formal,0,Insulated
20,274,T-shirt,Red,Polyester,M,Casual,0,None
20,275,Trousers,Beige,Wool,S,Formal,0,None
20,276,Trousers,Black,Linen,XXL,Casual,0,None
20,277,Skirt,Red,Cotton,XS,Formal,0,None
20,278,Skirt,Green,Leather,L,Casual,1,Quick-drying
20,279,Skirt,Beige,Denim,L,Casual,0,Breathable
20,280,Shorts,Beige,Leather,L,Casual,0,None
21,281,Jacket,Green,Leather,M,Casual,0,Breathable
21,282,Shirt,Black,Linen,XL,Evening,0,Breathable
21,283,Sweatshirt,White,Polyester,XL,Sporty,0,Non-restrictive
21,284,Sweater,Black,Linen,XXL,Sporty,0,Anti-chafing
21,285,Shirt,Black,Polyester,L,Evening,1,None
21,286,Skirt,Green,Denim,XL,Formal,0,None
21,287,Skirt,Beige,Polyester,M,Formal,0,None
21,288,Shorts,Beige,Cotton,L,Evening,0,Quick-drying
21,289,Trousers,White,Wool,XXL,Evening,0,None
21,290,Shorts,Red,Polyester,S,Formal,0,None
21,291,Shorts,Green,Cotton,XL,Sporty,0,Quick-drying
21,292,Sweatshirt,Green,Denim,XXL,Formal,0,None
21,293,Sweatshirt,Green,Cotton,M,Sporty,0,Breathable
21,294,Jacket,Beige,Cotton,XL,Casual,0,Non-restrictive
21,295,Blazer,Blue,Linen,XL,Casual,0,None
21,296,Sweater,Red,Denim,S,Sporty,0,Breathable
21,297,Skirt,Black,Denim,XS,Casual,1,None
21,298,Sweatshirt,Gray,Linen,XL,Formal,0,Anti-chafing
22,299,Sweatshirt,Green,Linen,L,Sporty,0,Breathable
22,300,Jacket,Black,Linen,M,Casual,1,Windproof
22,301,Coat,Beige,Leather,L,Casual,0,None
22,302,Coat,Red,Leather,XL,Sporty,0,Anti-chafing
22,303,Shirt,Green,Linen,XXL,Casual,1,None
22,304,Shorts,Red,Denim,S,Casual,1,None
22,305,Trousers,Gray,Wool,L,Sporty,0,Non-restrictive
22,306,Skirt,White,Polyester,XL,Evening,1,Quick-drying
22,307,Shorts,Beige,Denim,XS,Evening,0,Non-restrictive
22,308,Skirt,Green,Denim,XXL,Formal,0,None
22,309,Skirt,Black,Cotton,XL,Evening,0,None
22,310,Skirt,Blue,Leather,L,Evening,1,Quick-drying
22,311,Coat,Black,Cotton,S,Evening,0,Non-restrictive
22,312,Sweatshirt,Green,Cotton,M,Formal,0,Anti-chafing
22,313,T-shirt,Gray,Leather,M,Sporty,0,None
22,314,Shorts,Gray,Leather,XL,Formal,0,None
22,315,Sweater,Beige,Leather,S,Formal,0,Non-restrictive
22,316,Shorts,White,Wool,L,Sporty,0,Breathable
23,317,Sweatshirt,Beige,Leather,XXL,Evening,0,Quick-drying
23,318,Sweater,White,Cotton,M,Casual,0,Anti-chafing
23,319,T-shirt,Red,Polyester,L,Evening,0,Anti-chafing
23,320,Jacket,Black,Wool,XXL,Casual,0,Breathable
23,321,Jacket,Black,Linen,S,Casual,1,Non-restrictive
23,322,Shorts,Red,Denim,L,Evening,1,Anti-chafing
23,323,Skirt,Beige,Cotton,S,Formal,0,None
23,324,Trousers,Red,Linen,M,Formal,0,Quick-drying
23,325,Skirt,Gray,Leather,L,Evening,0,None
23,326,Shorts,Green,Linen,XXL,Formal,0,None
24,327,Blazer,Red,Denim,L,Casual,0,None
24,328,Coat,Black,Leather,S,Casual,0,Insulated
24,329,T-shirt,White,Wool,M,Formal,0,Quick-drying
24,330,Sweatshirt,Beige,Denim,M,Sporty,0,Quick-drying
24,331,Blazer,Red,Polyester,L,Casual,0,None
24,332,Trousers,Blue,Denim,S,Formal,1,None
24,333,Skirt,Red,Denim,XS,Casual,0,None
24,334,Shorts,Blue,Polyester,XXL,Formal,0,None
24,335,Shorts,White,Leather,XXL,Evening,0,None
24,336,Shorts,Gray,Denim,XL,Sporty,1,Breathable
24,337,Blazer,Black,Leather,S,Casual,0,Anti-chafing
24,338,Shirt,Black,Leather,L,Formal,0,None
24,339,Sweatshirt,Red,Wool,M,Sporty,0,Insulated
24,340,Sweatshirt,Gray,Wool,S,Sporty,0,Insulated
24,341,Coat,Blue,Cotton,M,Casual,0,Breathable
24,342,Sweater,Beige,Linen,XS,Evening,1,Insulated
24,343,Blazer,Beige,Linen,L,Evening,0,Breathable
24,344,Coat,Black,Leather,L,Formal,0,None
25,345,Coat,Blue,Linen,XXL,Sporty,0,Breathable
25,346,Blazer,Gray,Polyester,XXL,Casual,0,Non-restrictive
25,347,Blazer,Black,Polyester,XL,Casual,0,None
25,348,Blazer,Green,Leather,S,Casual,0,None
25,349,Sweater,White,Linen,M,Casual,1,Non-restrictive
25,350,Trousers,Black,Denim,L,Evening,0,None
25,351,Skirt,White,Leather,L,Formal,0,None
25,352,Trousers,White,Cotton,XS,Casual,1,None
25,353,Trousers,White,Polyester,S,Evening,1,Anti-chafing
25,354,Skirt,Beige,Polyester,M,Evening,0,None
25,355,Trousers,Green,Wool,XL,Evening,0,Anti-chafing
25,356,Trousers,Green,Cotton,M,Casual,1,None
25,357,Trousers,White,Leather,L,Evening,0,Breathable
25,358,Shirt,Blue,Linen,M,Sporty,0,None
25,359,Skirt,Green,Leather,XXL,Evening,0,None
25,360,Jacket,Beige,Linen,XS,Evening,0,Insulated
26,361,T-shirt,Black,Polyester,M,Evening,0,Breathable
26,362,T-shirt,White,Cotton,S,Formal,1,None
26,363,Blazer,Red,Linen,M,Formal,0,Anti-chafing
26,364,Coat,Red,Polyester,M,Sporty,0,None
26,365,Coat,White,Cotton,M,Evening,0,None
26,366,Shorts,Red,Denim,L,Evening,0,Breathable
26,367,Trousers,Green,Wool,S,Formal,1,None
26,368,Trousers,Beige,Polyester,XL,Formal,0,None
26,369,Shorts,Gray,Linen,M,Formal,0,None
26,370,Shorts,Red,Leather,XL,Formal,0,Non-restrictive
26,371,Dress,Black,Wool,L,Formal,0,Anti-chafing
26,372,T-shirt,Blue,Denim,M,Casual,0,Quick-drying
26,373,Shorts,Green,Polyester,S,Evening,0,Anti-chafing
27,374,Sweater,White,Linen,M,Evening,1,None
27,375,T-shirt,Black,Leather,XXL,Sporty,0,None
27,376,Blazer,White,Linen,L,Formal,0,Breathable
27,377,Shirt,White,Denim,XXL,Formal,0,Quick-drying
27,378,Sweater,Blue,Denim,M,Formal,0,Anti-chafing
27,379,Shorts,Gray,Wool,S,Formal,0,None
27,380,Skirt,Green,Polyester,XXL,Evening,0,Anti-chafing
27,381,Trousers,Beige,Linen,XL,Sporty,0,None
27,382,Shorts,Beige,Linen,L,Formal,0,Breathable
27,383,Shorts,Blue,Linen,L,Casual,0,None
27,384,Trousers,Green,Linen,XXL,Formal,0,Quick-drying
27,385,Sweater,Green,Linen,XXL,Casual,0,None
27,386,Shirt,White,Wool,L,Sporty,1,Quick-drying
27,387,Jacket,Green,Cotton,XS,Evening,0,Non-restrictive
27,388,Dress,Beige,Denim,XXL,Sporty,0,None
28,389,Blazer,White,Linen,XL,Formal,0,None
28,390,T-shirt,Gray,Denim,XXL,Formal,0,Anti-chafing
28,391,Sweater,Green,Wool,S,Formal,0,Anti-chafing
28,392,Blazer,Green,Linen,XS,Formal,1,Quick-drying
28,393,Jacket,Black,Linen,XXL,Sporty,0,Insulated
28,394,Trousers,Red,Denim,XS,Formal,0,Quick-drying
28,395,Trousers,Beige,Linen,XS,Casual,0,Quick-drying
28,396,Shorts,Gray,Denim,L,Sporty,0,Breathable
28,397,Shorts,Gray,Polyester,XS,Formal,0,Anti-chafing
28,398,Skirt,Red,Polyester,S,Casual,0,None
29,399,Sweater,Beige,Denim,S,Evening,0,None
29,400,Coat,Beige,Leather,S,Evening,0,Breathable
29,401,T-shirt,Green,Polyester,XL,Casual,0,None
29,402,Blazer,White,Wool,M,Casual,0,None
29,403,Blazer,White,Cotton,S,Evening,0,None
29,404,Skirt,Gray,Cotton,XS,Casual,0,Quick-drying
29,405,Shorts,Blue,Cotton,XXL,Casual,0,Breathable
29,406,Shorts,Black,Cotton,S,Casual,1,None
29,407,Trousers,Black,Polyester,S,Evening,0,Non-restrictive
29,408,Shorts,Red,Denim,L,Formal,1,None
30,409,Coat,Green,Linen,S,Evening,0,Breathable
30,410,Coat,Green,Denim,L,Formal,0,Insulated
30,411,Sweatshirt,Red,Polyester,XS,Formal,0,Breathable
30,412,Sweater,Red,Cotton,S,Sporty,0,Quick-drying
30,413,Coat,White,Wool,S,Sporty,0,None
30,414,Shorts,Red,Linen,XS,Casual,0,Non-restrictive
30,415,Trousers,Beige,Denim,S,Evening,0,Quick-drying
30,416,Shorts,Beige,Wool,XL,Sporty,0,None
30,417,Shorts,White,Linen,XS,Evening,0,None
30,418,Skirt,Green,Linen,XXL,Formal,0,None
30,419,Dress,Gray,Cotton,XL,Casual,0,Anti-chafing
30,420,Sweatshirt,Red,Linen,XXL,Sporty,0,None
30,421,Dress,Green,Cotton,M,Evening,0,None
30,422,Skirt,Gray,Denim,XL,Casual,0,None
30,423,Shirt,Gray,Polyester,XXL,Evening,0,None
30,424,Sweatshirt,Beige,Linen,L,Casual,0,Breathable
30,425,Sweater,Red,Linen,XXL,Evening,0,None
30,426,Skirt,Gray,Cotton,XL,Evening,1,None
31,427,Coat,Black,Polyester,M,Sporty,0,Breathable
31,428,T-shirt,Green,Linen,M,Sporty,0,None
31,429,Shirt,Green,Polyester,S,Evening,0,Non-restrictive
31,430,Coat,Gray,Cotton,L,Casual,1,Non-restrictive
31,431,Coat,Blue,Linen,S,Sporty,0,Non-restrictive
31,432,Trousers,Blue,Cotton,XL,Formal,0,Quick-drying
31,433,Trousers,Beige,Cotton,M,Casual,1,None
31,434,Trousers,Gray,Wool,M,Sporty,0,None
31,435,Shorts,Gray,Denim,L,Evening,0,None
31,436,Shorts,Beige,Denim,M,Casual,0,None
31,437,Jacket,Beige,Denim,XS,Formal,1,Waterproof
31,438,Sweater,White,Linen,L,Sporty,0,Insulated
31,439,Dress,Red,Cotton,L,Sporty,0,None
31,440,Jacket,Green,Leather,L,Casual,0,None
31,441,T-shirt,Red,Cotton,XXL,Casual,0,None
31,442,Shorts,Red,Wool,L,Evening,1,Anti-chafing
31,443,Jacket,White,Leather,XXL,Evening,0,Windproof
31,444,Dress,Gray,Polyester,XL,Casual,0,Quick-drying
31,445,Blazer,Blue,Linen,XS,Casual,0,None
32,446,Shirt,Blue,Cotton,S,Evening,0,Anti-chafing
32,447,Coat,Beige,Linen,XXL,Formal,0,Insulated
32,448,Sweater,Black,Linen,XL,Evening,1,Breathable
32,449,Shirt,White,Leather,M,Sporty,0,Quick-drying
32,450,Shirt,Gray,Linen,XL,Formal,0,None
32,451,Shorts,Blue,Cotton,XS,Sporty,0,Breathable
32,452,Trousers,Black,Cotton,XL,Formal,0,None
32,453,Skirt,Red,Polyester,XS,Casual,0,None
32,454,Shorts,Blue,Leather,L,Casual,0,Breathable
32,455,Trousers,Gray,Cotton,XXL,Sporty,1,None
32,456,Coat,Green,Leather,XS,Formal,0,Breathable
32,457,Shorts,White,Leather,XS,Casual,0,None
32,458,Dress,Beige,Cotton,XL,Sporty,0,None
32,459,T-shirt,Red,Wool,L,Evening,0,Anti-chafing
32,460,T-shirt,Green,Polyester,L,Casual,0,None
32,461,Coat,Gray,Leather,XS,Evening,0,None
